treatment,evalPeriod,usertoken,task1,task2,net
dotplot,20,KJtTnWx0,0.773037,0.6990419999999999,-0.074
dotplot,20,kNKuLFG1,0.6497120000000001,0.847032,0.197
dotplot,20,lNOCYGhO,0.8716969999999999,0.797702,-0.074
dotplot,20,LxXewOKB,0.87663,0.8223670000000001,-0.054
dotplot,20,M45OaFvP,0.995022,0.9703569999999999,-0.025
dotplot,20,n0Sc4wcz,0.995022,0.995022,0
dotplot,20,n2ToGPvU,0.896362,0.797702,-0.099
dotplot,20,oUs9Mfce,0.945692,0.896362,-0.049
dotplot,20,pTQ62b0l,0.995022,0.896362,-0.099
dotplot,20,qEtWBV4q,0.8716969999999999,0.8716969999999999,0
dotplot,20,qjKh7UVK,0.560918,0.536253,-0.025
dotplot,20,qrOdbxJw,0.501722,0.501722,0
dotplot,20,rcY6S9oO,0.995022,0.995022,0
dotplot,20,VdYpbJUh,0.995022,0.995022,0
dotplot,20,xjaSiYlq,0.847032,0.797702,-0.049
dotplot,25,39ZWzf76,0.6497120000000001,0.748372,0.099
dotplot,25,3HTa4C3w,0.955558,0.551052,-0.405
dotplot,25,3Vuu6iKT,0.8716969999999999,0.995022,0.123
dotplot,25,651zZLZY,0.995022,0.9703569999999999,-0.025
dotplot,25,990j0a1g,0.960491,0.9703569999999999,0.01
dotplot,25,9guVNGGC,0.995022,0.945692,-0.049
dotplot,25,9WnJN1l8,0.995022,0.995022,0
dotplot,25,a0v0gmBS,0.995022,0.995022,0
dotplot,25,BdNwuYY3,0.995022,0.995022,0
dotplot,25,biD53yQS,0.995022,0.945692,-0.049
dotplot,25,Es5ER1YT,0.995022,0.945692,-0.049
dotplot,25,Ezv2ERqp,0.560918,0.916094,0.355
dotplot,25,FCqfkdPd,0.995022,0.896362,-0.099
dotplot,25,HYZzEL2u,0.748372,0.723707,-0.025
dotplot,25,KJtTnWx0,0.896362,0.6990419999999999,-0.197
dotplot,25,kNKuLFG1,0.773037,0.600382,-0.173
dotplot,25,lNOCYGhO,0.551052,0.501722,-0.049
dotplot,25,LxXewOKB,0.8716969999999999,0.773037,-0.099
dotplot,25,M45OaFvP,0.995022,0.945692,-0.049
dotplot,25,n0Sc4wcz,0.995022,0.995022,0
dotplot,25,n2ToGPvU,0.8716969999999999,0.797702,-0.074
dotplot,25,oUs9Mfce,0.995022,0.600382,-0.395
dotplot,25,pTQ62b0l,0.995022,0.995022,0
dotplot,25,qEtWBV4q,0.8716969999999999,0.748372,-0.123
dotplot,25,qjKh7UVK,0.9654240000000001,0.9851559999999999,0.02
dotplot,25,qrOdbxJw,0.600382,0.501722,-0.099
dotplot,25,rcY6S9oO,0.995022,0.995022,0
dotplot,25,VdYpbJUh,0.995022,0.995022,0
dotplot,25,xjaSiYlq,0.6990419999999999,0.797702,0.099
dotplot,30,39ZWzf76,0.6990419999999999,0.797702,0.099
dotplot,30,3HTa4C3w,0.590516,0.551052,-0.039
dotplot,30,3Vuu6iKT,0.995022,0.9703569999999999,-0.025
dotplot,30,651zZLZY,0.995022,0.945692,-0.049
dotplot,30,990j0a1g,0.585583,0.9703569999999999,0.385
dotplot,30,9guVNGGC,0.995022,0.847032,-0.148
dotplot,30,9WnJN1l8,0.995022,0.945692,-0.049
dotplot,30,a0v0gmBS,0.995022,0.995022,0
dotplot,30,BdNwuYY3,0.995022,0.995022,0
dotplot,30,biD53yQS,0.995022,0.921027,-0.074
dotplot,30,Es5ER1YT,0.995022,0.847032,-0.148
dotplot,30,Ezv2ERqp,0.575717,0.560918,-0.015
dotplot,30,FCqfkdPd,0.995022,0.8716969999999999,-0.123
dotplot,30,HYZzEL2u,0.674377,0.847032,0.173
dotplot,30,KJtTnWx0,0.896362,0.625047,-0.271
dotplot,30,kNKuLFG1,0.6497120000000001,0.575717,-0.074
dotplot,30,lNOCYGhO,0.896362,0.748372,-0.148
dotplot,30,LxXewOKB,0.8716969999999999,0.8223670000000001,-0.049
dotplot,30,M45OaFvP,0.995022,0.945692,-0.049
dotplot,30,n0Sc4wcz,0.995022,0.995022,0
dotplot,30,n2ToGPvU,0.896362,0.8716969999999999,-0.025
dotplot,30,oUs9Mfce,0.995022,0.501722,-0.493
dotplot,30,pTQ62b0l,0.995022,0.995022,0
dotplot,30,qEtWBV4q,0.995022,0.748372,-0.247
dotplot,30,qjKh7UVK,0.847032,0.97529,0.128
dotplot,30,qrOdbxJw,0.995022,0.501722,-0.493
dotplot,30,rcY6S9oO,0.995022,0.995022,0
dotplot,30,VdYpbJUh,0.995022,0.995022,0
dotplot,30,xjaSiYlq,0.600382,0.674377,0.074
hops,1,0kdSrEo1,0.6497120000000001,0.575717,-0.074
hops,1,140n4mbs,0.551052,0.748372,0.197
hops,1,1C6DBLUa,0.950625,0.590516,-0.36
hops,1,8ObNrSLP,0.8716969999999999,0.551052,-0.321
hops,1,bD48Dkqx,0.6990419999999999,0.6990419999999999,0
hops,1,eQFXhCnI,0.644779,0.551052,-0.094
hops,1,hFWAcYms,0.773037,0.595449,-0.178
hops,1,IsnM1aVU,0.551052,0.501722,-0.049
hops,1,ISxZ2FH5,0.6497120000000001,0.6497120000000001,0
hops,1,L7SBxoYt,0.847032,0.797702,-0.049
hops,1,MDgpushP,0.995022,0.748372,-0.247
hops,1,NtGf92sF,0.797702,0.526387,-0.271
hops,1,RGkwBCD7,0.930893,0.896362,-0.035
hops,1,rk3wPfU9,0.797702,0.600382,-0.197
hops,1,rvf4nZOP,0.832233,0.501722,-0.331
hops,1,tQDYxZ81,0.945692,0.847032,-0.099
hops,1,UhLgT1NF,0.896362,0.797702,-0.099
hops,1,UJcVd2TG,0.995022,0.995022,0
hops,1,WeLeVmdO,0.92596,0.773037,-0.153
hops,1,YGmVXctb,0.9802230000000001,0.955558,-0.025
hops,1,ZAoHkw0a,0.901295,0.945692,0.044
hops,5,0kdSrEo1,0.945692,0.9703569999999999,0.025
hops,5,140n4mbs,0.797702,0.847032,0.049
hops,5,1C6DBLUa,0.526387,0.53132,0.005
hops,5,8ObNrSLP,0.896362,0.625047,-0.271
hops,5,bD48Dkqx,0.896362,0.896362,0
hops,5,eQFXhCnI,0.694109,0.9703569999999999,0.276
hops,5,hFWAcYms,0.644779,0.674377,0.03
hops,5,IsnM1aVU,0.995022,0.748372,-0.247
hops,5,ISxZ2FH5,0.8223670000000001,0.797702,-0.025
hops,5,L7SBxoYt,0.847032,0.797702,-0.049
hops,5,MDgpushP,0.9703569999999999,0.748372,-0.222
hops,5,NtGf92sF,0.847032,0.600382,-0.247
hops,5,RGkwBCD7,0.551052,0.748372,0.197
hops,5,rk3wPfU9,0.945692,0.600382,-0.345
hops,5,rvf4nZOP,0.896362,0.501722,-0.395
hops,5,tQDYxZ81,0.995022,0.797702,-0.197
hops,5,UhLgT1NF,0.995022,0.501722,-0.493
hops,5,UJcVd2TG,0.995022,0.995022,0
hops,5,WeLeVmdO,0.8716969999999999,0.881563,0.01
hops,5,YGmVXctb,0.97529,0.53132,-0.444
hops,5,ZAoHkw0a,0.945692,0.896362,-0.049
hops,10,0kdSrEo1,0.945692,0.6497120000000001,-0.296
hops,10,140n4mbs,0.847032,0.797702,-0.049
hops,10,1C6DBLUa,0.511588,0.526387,0.015
hops,10,8ObNrSLP,0.896362,0.847032,-0.049
hops,10,bD48Dkqx,0.6990419999999999,0.847032,0.148
hops,10,eQFXhCnI,0.866764,0.575717,-0.291
hops,10,hFWAcYms,0.748372,0.817434,0.069
hops,10,IsnM1aVU,0.995022,0.995022,0
hops,10,ISxZ2FH5,0.896362,0.748372,-0.148
hops,10,L7SBxoYt,0.896362,0.748372,-0.148
hops,10,MDgpushP,0.945692,0.6990419999999999,-0.247
hops,10,NtGf92sF,0.8223670000000001,0.6497120000000001,-0.173
hops,10,RGkwBCD7,0.77797,0.896362,0.118
hops,10,rk3wPfU9,0.6497120000000001,0.501722,-0.148
hops,10,rvf4nZOP,0.832233,0.501722,-0.331
hops,10,tQDYxZ81,0.945692,0.896362,-0.049
hops,10,UhLgT1NF,0.995022,0.945692,-0.049
hops,10,UJcVd2TG,0.995022,0.995022,0
hops,10,WeLeVmdO,0.77797,0.600382,-0.178
hops,10,YGmVXctb,0.516521,0.9654240000000001,0.449
hops,10,ZAoHkw0a,0.995022,0.945692,-0.049
hops,15,0kdSrEo1,0.995022,0.6497120000000001,-0.345
hops,15,140n4mbs,0.748372,0.847032,0.099
hops,15,1C6DBLUa,0.58065,0.960491,0.38
hops,15,8ObNrSLP,0.995022,0.896362,-0.099
hops,15,bD48Dkqx,0.896362,0.797702,-0.099
hops,15,eQFXhCnI,0.861831,0.595449,-0.266
hops,15,hFWAcYms,0.67931,0.921027,0.242
hops,15,IsnM1aVU,0.995022,0.995022,0
hops,15,ISxZ2FH5,0.995022,0.896362,-0.099
hops,15,L7SBxoYt,0.896362,0.847032,-0.049
hops,15,MDgpushP,0.995022,0.847032,-0.148
hops,15,NtGf92sF,0.945692,0.896362,-0.049
hops,15,RGkwBCD7,0.9654240000000001,0.6497120000000001,-0.316
hops,15,rk3wPfU9,0.6990419999999999,0.6497120000000001,-0.049
hops,15,rvf4nZOP,0.995022,0.501722,-0.493
hops,15,tQDYxZ81,0.995022,0.995022,0
hops,15,UhLgT1NF,0.995022,0.847032,-0.148
hops,15,UJcVd2TG,0.995022,0.995022,0
hops,15,WeLeVmdO,0.930893,0.6497120000000001,-0.281
hops,15,YGmVXctb,0.526387,0.9654240000000001,0.439
hops,15,ZAoHkw0a,0.995022,0.990089,-0.005
hops,20,0kdSrEo1,0.9703569999999999,0.995022,0.025
hops,20,140n4mbs,0.847032,0.797702,-0.049
hops,20,1C6DBLUa,0.97529,0.53132,-0.444
hops,20,8ObNrSLP,0.995022,0.797702,-0.197
hops,20,bD48Dkqx,0.847032,0.896362,0.049
hops,20,eQFXhCnI,0.768104,0.72864,-0.039
hops,20,hFWAcYms,0.738506,0.851965,0.113
hops,20,IsnM1aVU,0.995022,0.896362,-0.099
hops,20,ISxZ2FH5,0.945692,0.8223670000000001,-0.123
hops,20,L7SBxoYt,0.945692,0.797702,-0.148
hops,20,MDgpushP,0.9703569999999999,0.896362,-0.074
hops,20,NtGf92sF,0.6497120000000001,0.6990419999999999,0.049
hops,20,RGkwBCD7,0.955558,0.945692,-0.01
hops,20,rk3wPfU9,0.847032,0.896362,0.049
hops,20,rvf4nZOP,0.896362,0.501722,-0.395
hops,20,tQDYxZ81,0.995022,0.995022,0
hops,20,UhLgT1NF,0.995022,0.847032,-0.148
hops,20,UJcVd2TG,0.995022,0.995022,0
hops,20,WeLeVmdO,0.8716969999999999,0.832233,-0.039
hops,20,YGmVXctb,0.53132,0.9703569999999999,0.439
hops,20,ZAoHkw0a,0.995022,0.501722,-0.493
hops,25,0kdSrEo1,0.995022,0.9703569999999999,-0.025
hops,25,140n4mbs,0.896362,0.748372,-0.148
hops,25,1C6DBLUa,0.546119,0.990089,0.444
hops,25,8ObNrSLP,0.995022,0.847032,-0.148
hops,25,bD48Dkqx,0.847032,0.847032,0
hops,25,eQFXhCnI,0.6990419999999999,0.546119,-0.153
hops,25,hFWAcYms,0.625047,0.600382,-0.025
hops,25,IsnM1aVU,0.995022,0.995022,0
hops,25,ISxZ2FH5,0.921027,0.896362,-0.025
hops,25,L7SBxoYt,0.847032,0.625047,-0.222
hops,25,MDgpushP,0.995022,0.9703569999999999,-0.025
hops,25,NtGf92sF,0.921027,0.8716969999999999,-0.049
hops,25,RGkwBCD7,0.9851559999999999,0.8716969999999999,-0.113
hops,25,rk3wPfU9,0.896362,0.896362,0
hops,25,rvf4nZOP,0.896362,0.501722,-0.395
hops,25,tQDYxZ81,0.995022,0.995022,0
hops,25,UhLgT1NF,0.995022,0.6990419999999999,-0.296
hops,25,UJcVd2TG,0.995022,0.995022,0
hops,25,WeLeVmdO,0.87663,0.748372,-0.128
hops,25,YGmVXctb,0.97529,0.536253,-0.439
hops,25,ZAoHkw0a,0.990089,0.945692,-0.044
hops,30,0kdSrEo1,0.995022,0.600382,-0.395
hops,30,140n4mbs,0.896362,0.6990419999999999,-0.197
hops,30,1C6DBLUa,0.541186,0.921027,0.38
hops,30,8ObNrSLP,0.995022,0.8716969999999999,-0.123
hops,30,bD48Dkqx,0.995022,0.847032,-0.148
hops,30,eQFXhCnI,0.590516,0.560918,-0.03
hops,30,hFWAcYms,0.8223670000000001,0.773037,-0.049
hops,30,IsnM1aVU,0.995022,0.995022,0
hops,30,ISxZ2FH5,0.995022,0.797702,-0.197
hops,30,L7SBxoYt,0.797702,0.797702,0
hops,30,MDgpushP,0.995022,0.945692,-0.049
hops,30,NtGf92sF,0.945692,0.896362,-0.049
hops,30,RGkwBCD7,0.555985,0.708908,0.153
hops,30,rk3wPfU9,0.995022,0.896362,-0.099
hops,30,rvf4nZOP,0.995022,0.501722,-0.493
hops,30,tQDYxZ81,0.995022,0.995022,0
hops,30,UhLgT1NF,0.995022,0.995022,0
hops,30,UJcVd2TG,0.995022,0.995022,0
hops,30,WeLeVmdO,0.8223670000000001,0.847032,0.025
hops,30,YGmVXctb,0.516521,0.521454,0.005
hops,30,ZAoHkw0a,0.995022,0.995022,0
hopsdist,1,1CxbYDi0,0.8716969999999999,0.896362,0.025
hopsdist,1,3a63mASS,0.896362,0.847032,-0.049
hopsdist,1,7ucyRcab,0.797702,0.797702,0
hopsdist,1,7VJnbhrH,0.896362,0.797702,-0.099
hopsdist,1,8dTEvjO4,0.600382,0.797702,0.197
hopsdist,1,ApM8otwl,0.797702,0.6990419999999999,-0.099
hopsdist,1,AWr1hgkv,0.995022,0.995022,0
hopsdist,1,AxjtwqAS,0.797702,0.6990419999999999,-0.099
hopsdist,1,bfKHFfR8,0.551052,0.6990419999999999,0.148
hopsdist,1,bvD5GSTE,0.501722,0.501722,0
hopsdist,1,EQKY3iUK,0.797702,0.6990419999999999,-0.099
hopsdist,1,ERf7L7VX,0.501722,0.501722,0
hopsdist,1,F5VIGNAk,0.8716969999999999,0.797702,-0.074
hopsdist,1,Fk9KAr2Z,0.625047,0.600382,-0.025
hopsdist,1,g88DapTc,0.945692,0.501722,-0.444
hopsdist,1,hnADzc3k,0.797702,0.575717,-0.222
hopsdist,1,jjVRkJbo,0.847032,0.896362,0.049
hopsdist,1,JRSkVids,0.921027,0.921027,0
hopsdist,1,LiUSBIbs,0.551052,0.748372,0.197
hopsdist,1,qw7Y3WE6,0.625047,0.610248,-0.015
hopsdist,1,RJ0yK39m,0.8716969999999999,0.625047,-0.247
hopsdist,1,TLjfV7aD,0.6990419999999999,0.797702,0.099
hopsdist,5,1CxbYDi0,0.945692,0.6497120000000001,-0.296
hopsdist,5,3a63mASS,0.945692,0.6497120000000001,-0.296
hopsdist,5,7ucyRcab,0.8716969999999999,0.674377,-0.197
hopsdist,5,7VJnbhrH,0.945692,0.748372,-0.197
hopsdist,5,8dTEvjO4,0.797702,0.6990419999999999,-0.099
hopsdist,5,ApM8otwl,0.797702,0.600382,-0.197
hopsdist,5,AWr1hgkv,0.995022,0.995022,0
hopsdist,5,AxjtwqAS,0.8716969999999999,0.773037,-0.099
hopsdist,5,bfKHFfR8,0.6990419999999999,0.6497120000000001,-0.049
hopsdist,5,bvD5GSTE,0.501722,0.501722,0
hopsdist,5,EQKY3iUK,0.797702,0.6990419999999999,-0.099
hopsdist,5,ERf7L7VX,0.8716969999999999,0.501722,-0.37
hopsdist,5,F5VIGNAk,0.945692,0.945692,0
hopsdist,5,Fk9KAr2Z,0.945692,0.847032,-0.099
hopsdist,5,g88DapTc,0.896362,0.600382,-0.296
hopsdist,5,hnADzc3k,0.921027,0.600382,-0.321
hopsdist,5,jjVRkJbo,0.896362,0.797702,-0.099
hopsdist,5,JRSkVids,0.8716969999999999,0.8716969999999999,0
hopsdist,5,LiUSBIbs,0.501722,0.6990419999999999,0.197
hopsdist,5,qw7Y3WE6,0.8716969999999999,0.526387,-0.345
hopsdist,5,RJ0yK39m,0.9703569999999999,0.945692,-0.025
hopsdist,5,TLjfV7aD,0.847032,0.896362,0.049
hopsdist,10,1CxbYDi0,0.896362,0.797702,-0.099
hopsdist,10,3a63mASS,0.990089,0.9703569999999999,-0.02
hopsdist,10,7ucyRcab,0.797702,0.797702,0
hopsdist,10,7VJnbhrH,0.945692,0.797702,-0.148
hopsdist,10,8dTEvjO4,0.8223670000000001,0.847032,0.025
hopsdist,10,ApM8otwl,0.797702,0.896362,0.099
hopsdist,10,AWr1hgkv,0.995022,0.995022,0
hopsdist,10,AxjtwqAS,0.847032,0.896362,0.049
hopsdist,10,bfKHFfR8,0.575717,0.625047,0.049
hopsdist,10,bvD5GSTE,0.995022,0.501722,-0.493
hopsdist,10,EQKY3iUK,0.8125009999999999,0.610248,-0.202
hopsdist,10,ERf7L7VX,0.8716969999999999,0.625047,-0.247
hopsdist,10,F5VIGNAk,0.921027,0.945692,0.025
hopsdist,10,Fk9KAr2Z,0.921027,0.896362,-0.025
hopsdist,10,g88DapTc,0.945692,0.847032,-0.099
hopsdist,10,hnADzc3k,0.945692,0.8716969999999999,-0.074
hopsdist,10,jjVRkJbo,0.8716969999999999,0.896362,0.025
hopsdist,10,JRSkVids,0.896362,0.921027,0.025
hopsdist,10,LiUSBIbs,0.995022,0.6497120000000001,-0.345
hopsdist,10,qw7Y3WE6,0.896362,0.575717,-0.321
hopsdist,10,RJ0yK39m,0.995022,0.995022,0
hopsdist,10,TLjfV7aD,0.748372,0.847032,0.099
hopsdist,15,1CxbYDi0,0.847032,0.748372,-0.099
hopsdist,15,3a63mASS,0.945692,0.6497120000000001,-0.296
hopsdist,15,7ucyRcab,0.896362,0.723707,-0.173
hopsdist,15,7VJnbhrH,0.921027,0.847032,-0.074
hopsdist,15,8dTEvjO4,0.995022,0.896362,-0.099
hopsdist,15,ApM8otwl,0.847032,0.6497120000000001,-0.197
hopsdist,15,AWr1hgkv,0.995022,0.995022,0
hopsdist,15,AxjtwqAS,0.8716969999999999,0.847032,-0.025
hopsdist,15,bfKHFfR8,0.896362,0.6990419999999999,-0.197
hopsdist,15,bvD5GSTE,0.995022,0.995022,0
hopsdist,15,EQKY3iUK,0.8223670000000001,0.639846,-0.183
hopsdist,15,ERf7L7VX,0.995022,0.748372,-0.247
hopsdist,15,F5VIGNAk,0.896362,0.945692,0.049
hopsdist,15,Fk9KAr2Z,0.9703569999999999,0.847032,-0.123
hopsdist,15,g88DapTc,0.995022,0.896362,-0.099
hopsdist,15,hnADzc3k,0.9703569999999999,0.8223670000000001,-0.148
hopsdist,15,jjVRkJbo,0.847032,0.797702,-0.049
hopsdist,15,JRSkVids,0.8716969999999999,0.921027,0.049
hopsdist,15,LiUSBIbs,0.945692,0.600382,-0.345
hopsdist,15,qw7Y3WE6,0.9703569999999999,0.9703569999999999,0
hopsdist,15,RJ0yK39m,0.995022,0.8716969999999999,-0.123
hopsdist,15,TLjfV7aD,0.797702,0.8716969999999999,0.074
hopsdist,20,1CxbYDi0,0.896362,0.847032,-0.049
hopsdist,20,3a63mASS,0.995022,0.551052,-0.444
hopsdist,20,7ucyRcab,0.847032,0.773037,-0.074
hopsdist,20,7VJnbhrH,0.945692,0.896362,-0.049
hopsdist,20,8dTEvjO4,0.995022,0.847032,-0.148
hopsdist,20,ApM8otwl,0.896362,0.6497120000000001,-0.247
hopsdist,20,AWr1hgkv,0.995022,0.995022,0
hopsdist,20,AxjtwqAS,0.896362,0.847032,-0.049
hopsdist,20,bfKHFfR8,0.743439,0.6990419999999999,-0.044
hopsdist,20,bvD5GSTE,0.995022,0.995022,0
hopsdist,20,EQKY3iUK,0.847032,0.797702,-0.049
hopsdist,20,ERf7L7VX,0.995022,0.896362,-0.099
hopsdist,20,F5VIGNAk,0.847032,0.945692,0.099
hopsdist,20,Fk9KAr2Z,0.945692,0.896362,-0.049
hopsdist,20,g88DapTc,0.995022,0.847032,-0.148
hopsdist,20,hnADzc3k,0.97529,0.8223670000000001,-0.153
hopsdist,20,jjVRkJbo,0.945692,0.945692,0
hopsdist,20,JRSkVids,0.8716969999999999,0.797702,-0.074
hopsdist,20,LiUSBIbs,0.995022,0.6497120000000001,-0.345
hopsdist,20,qw7Y3WE6,0.940759,0.945692,0.005
hopsdist,20,RJ0yK39m,0.995022,0.995022,0
hopsdist,20,TLjfV7aD,0.847032,0.625047,-0.222
hopsdist,25,1CxbYDi0,0.921027,0.896362,-0.025
hopsdist,25,3a63mASS,0.9851559999999999,0.9703569999999999,-0.015
hopsdist,25,7ucyRcab,0.896362,0.847032,-0.049
hopsdist,25,7VJnbhrH,0.896362,0.847032,-0.049
hopsdist,25,8dTEvjO4,0.995022,0.896362,-0.099
hopsdist,25,ApM8otwl,0.847032,0.797702,-0.049
hopsdist,25,AWr1hgkv,0.995022,0.995022,0
hopsdist,25,AxjtwqAS,0.8223670000000001,0.8223670000000001,0
hopsdist,25,bfKHFfR8,0.723707,0.723707,0
hopsdist,25,bvD5GSTE,0.995022,0.995022,0
hopsdist,25,EQKY3iUK,0.8716969999999999,0.797702,-0.074
hopsdist,25,ERf7L7VX,0.995022,0.896362,-0.099
hopsdist,25,F5VIGNAk,0.896362,0.921027,0.025
hopsdist,25,Fk9KAr2Z,0.9703569999999999,0.921027,-0.049
hopsdist,25,g88DapTc,0.995022,0.896362,-0.099
hopsdist,25,hnADzc3k,0.9654240000000001,0.6497120000000001,-0.316
hopsdist,25,jjVRkJbo,0.896362,0.945692,0.049
hopsdist,25,JRSkVids,0.896362,0.921027,0.025
hopsdist,25,LiUSBIbs,0.995022,0.6497120000000001,-0.345
hopsdist,25,qw7Y3WE6,0.945692,0.9703569999999999,0.025
hopsdist,25,RJ0yK39m,0.995022,0.995022,0
hopsdist,25,TLjfV7aD,0.847032,0.847032,0
hopsdist,30,1CxbYDi0,0.847032,0.797702,-0.049
hopsdist,30,3a63mASS,0.990089,0.551052,-0.439
hopsdist,30,7ucyRcab,0.847032,0.748372,-0.099
hopsdist,30,7VJnbhrH,0.896362,0.896362,0
hopsdist,30,8dTEvjO4,0.995022,0.995022,0
hopsdist,30,ApM8otwl,0.945692,0.945692,0
hopsdist,30,AWr1hgkv,0.995022,0.995022,0
hopsdist,30,AxjtwqAS,0.847032,0.748372,-0.099
hopsdist,30,bfKHFfR8,0.847032,0.723707,-0.123
hopsdist,30,bvD5GSTE,0.995022,0.995022,0
hopsdist,30,EQKY3iUK,0.945692,0.723707,-0.222
hopsdist,30,ERf7L7VX,0.995022,0.501722,-0.493
hopsdist,30,F5VIGNAk,0.8223670000000001,0.896362,0.074
hopsdist,30,Fk9KAr2Z,0.995022,0.921027,-0.074
hopsdist,30,g88DapTc,0.995022,0.896362,-0.099
hopsdist,30,hnADzc3k,0.9703569999999999,0.995022,0.025
hopsdist,30,jjVRkJbo,0.886496,0.896362,0.01
hopsdist,30,JRSkVids,0.896362,0.921027,0.025
hopsdist,30,LiUSBIbs,0.945692,0.945692,0
hopsdist,30,qw7Y3WE6,0.847032,0.610248,-0.237
hopsdist,30,RJ0yK39m,0.995022,0.995022,0
hopsdist,30,TLjfV7aD,0.847032,0.896362,0.049
interval,1,2rMOynRc,0.501722,0.501722,0
interval,1,5DZhfrMX,0.921027,0.8223670000000001,-0.099
interval,1,5rThdkyC,0.945692,0.945692,0
interval,1,6AXFCdZ9,0.797702,0.797702,0
interval,1,6hYtvkUt,0.565851,0.930893,0.365
interval,1,AR0XBZIP,0.625047,0.575717,-0.049
interval,1,azCvgawo,0.935826,0.886496,-0.049
interval,1,bijkrN4x,0.797702,0.551052,-0.247
interval,1,CdUu1H6o,0.995022,0.748372,-0.247
interval,1,dn0ceftL,0.8223670000000001,0.674377,-0.148
interval,1,FlkpZA5D,0.6497120000000001,0.847032,0.197
interval,1,giqrEsxa,0.758238,0.955558,0.197
interval,1,HJs83Q8g,0.896362,0.6990419999999999,-0.197
interval,1,HMvodXiB,0.797702,0.797702,0
interval,1,jRfV99uU,0.847032,0.6497120000000001,-0.197
interval,1,KWDgbGm4,0.600382,0.921027,0.321
interval,1,LvaztNSx,0.501722,0.995022,0.493
interval,1,n6Fb15Be,0.8716969999999999,0.797702,-0.074
interval,1,QA7eaZ58,0.610248,0.748372,0.138
interval,1,sAmbOGvp,0.758238,0.625047,-0.133
interval,1,xIEzpaRA,0.797702,0.847032,0.049
interval,1,yTxbkwCa,0.896362,0.847032,-0.049
interval,1,zjbadj2T,0.8716969999999999,0.847032,-0.025
interval,1,zMH4npNY,0.600382,0.748372,0.148
interval,1,zmUvANDx,0.501722,0.501722,0
interval,5,2rMOynRc,0.501722,0.797702,0.296
interval,5,5DZhfrMX,0.995022,0.921027,-0.074
interval,5,5rThdkyC,0.896362,0.847032,-0.049
interval,5,6AXFCdZ9,0.773037,0.773037,0
interval,5,6hYtvkUt,0.960491,0.930893,-0.03
interval,5,AR0XBZIP,0.8223670000000001,0.551052,-0.271
interval,5,azCvgawo,0.837166,0.8125009999999999,-0.025
interval,5,bijkrN4x,0.847032,0.797702,-0.049
interval,5,CdUu1H6o,0.995022,0.995022,0
interval,5,dn0ceftL,0.896362,0.625047,-0.271
interval,5,FlkpZA5D,0.6990419999999999,0.6497120000000001,-0.049
interval,5,giqrEsxa,0.935826,0.53132,-0.405
interval,5,HJs83Q8g,0.921027,0.847032,-0.074
interval,5,HMvodXiB,0.6990419999999999,0.8223670000000001,0.123
interval,5,jRfV99uU,0.847032,0.625047,-0.222
interval,5,KWDgbGm4,0.945692,0.625047,-0.321
interval,5,LvaztNSx,0.501722,0.995022,0.493
interval,5,n6Fb15Be,0.8716969999999999,0.797702,-0.074
interval,5,QA7eaZ58,0.713841,0.689176,-0.025
interval,5,sAmbOGvp,0.9703569999999999,0.797702,-0.173
interval,5,xIEzpaRA,0.945692,0.945692,0
interval,5,yTxbkwCa,0.896362,0.847032,-0.049
interval,5,zjbadj2T,0.8716969999999999,0.797702,-0.074
interval,5,zMH4npNY,0.847032,0.8223670000000001,-0.025
interval,5,zmUvANDx,0.995022,0.8716969999999999,-0.123
interval,10,2rMOynRc,0.501722,0.896362,0.395
interval,10,5DZhfrMX,0.995022,0.995022,0
interval,10,5rThdkyC,0.995022,0.896362,-0.099
interval,10,6AXFCdZ9,0.773037,0.797702,0.025
interval,10,6hYtvkUt,0.541186,0.940759,0.4
interval,10,AR0XBZIP,0.6990419999999999,0.748372,0.049
interval,10,azCvgawo,0.659578,0.787836,0.128
interval,10,bijkrN4x,0.773037,0.748372,-0.025
interval,10,CdUu1H6o,0.995022,0.995022,0
interval,10,dn0ceftL,0.9703569999999999,0.8075680000000001,-0.163
interval,10,FlkpZA5D,0.748372,0.797702,0.049
interval,10,giqrEsxa,0.945692,0.896362,-0.049
interval,10,HJs83Q8g,0.921027,0.896362,-0.025
interval,10,HMvodXiB,0.6990419999999999,0.797702,0.099
interval,10,jRfV99uU,0.9654240000000001,0.575717,-0.39
interval,10,KWDgbGm4,0.995022,0.995022,0
interval,10,LvaztNSx,0.501722,0.995022,0.493
interval,10,n6Fb15Be,0.8716969999999999,0.8716969999999999,0
interval,10,QA7eaZ58,0.758238,0.6497120000000001,-0.109
interval,10,sAmbOGvp,0.896362,0.9851559999999999,0.089
interval,10,xIEzpaRA,0.600382,0.748372,0.148
interval,10,yTxbkwCa,0.896362,0.847032,-0.049
interval,10,zjbadj2T,0.921027,0.995022,0.074
interval,10,zMH4npNY,0.6990419999999999,0.8223670000000001,0.123
interval,10,zmUvANDx,0.995022,0.625047,-0.37
interval,15,2rMOynRc,0.995022,0.896362,-0.099
interval,15,5DZhfrMX,0.921027,0.945692,0.025
interval,15,5rThdkyC,0.896362,0.945692,0.049
interval,15,6AXFCdZ9,0.8716969999999999,0.748372,-0.123
interval,15,6hYtvkUt,0.6349130000000001,0.610248,-0.025
interval,15,AR0XBZIP,0.995022,0.674377,-0.321
