trial,allocationLeft,allocationRight,left,time,task,evalPeriod,stockAllocation,n_trial,usertoken,treatment
3,90,10,stocks,2021-03-18T01:12:46Z,task1,15,90,4,Rxuytkvq,barchart
3,90,10,stocks,2021-03-18T01:16:46Z,task1,25,90,4,yTxbkwCa,interval
3,0,100,bonds,2021-03-18T01:17:58Z,task1,20,100,4,3a63mASS,hopsdist
3,15,85,bonds,2021-03-18T01:19:17Z,task1,5,85,4,hnADzc3k,hopsdist
3,100,0,stocks,2021-03-18T01:21:01Z,task1,5,100,4,mxVQAeko,barchart
3,17,83,bonds,2021-03-18T01:23:39Z,task1,25,83,4,azCvgawo,interval
3,80,20,stocks,2021-03-18T01:37:07Z,task1,10,80,4,sAmbOGvp,interval
3,10,90,bonds,2021-03-18T01:24:52Z,task1,20,90,4,jjVRkJbo,hopsdist
3,30,70,bonds,2021-03-18T01:38:55Z,task1,5,70,4,JSjHZMdQ,barchart
3,0,100,bonds,2021-03-18T01:42:19Z,task1,20,100,4,zjbadj2T,interval
3,75,25,stocks,2021-03-18T01:50:03Z,task1,5,75,4,n6Fb15Be,interval
3,0,100,bonds,2021-03-18T01:53:22Z,task1,20,100,4,LiUSBIbs,hopsdist
3,45,55,stocks,2021-03-18T02:03:58Z,task1,25,45,4,bfKHFfR8,hopsdist
3,5,95,bonds,2021-03-18T02:10:15Z,task1,15,95,4,qw7Y3WE6,hopsdist
3,75,25,stocks,2021-03-18T02:54:41Z,task1,5,75,4,X4DUFLzy,barchart
3,0,100,bonds,2021-03-18T02:53:09Z,task1,25,100,4,ERf7L7VX,hopsdist
3,0,100,bonds,2021-03-18T02:52:50Z,task1,10,100,4,5rThdkyC,interval
3,30,70,bonds,2021-03-18T03:06:48Z,task1,5,70,4,sfqKoI60,table
3,73,27,stocks,2021-03-18T03:05:48Z,task1,5,73,4,irBodiNR,density
3,100,0,stocks,2021-03-18T03:08:11Z,task1,20,100,4,vY1JF5yT,barchart
3,39,61,bonds,2021-03-18T03:16:58Z,task1,15,61,4,QA7eaZ58,interval
3,0,100,bonds,2021-03-18T03:34:23Z,task1,15,100,4,5LdZf9d2,density
3,10,90,bonds,2021-03-18T03:55:38Z,task1,25,90,4,bYY2jRXC,table
3,27,73,stocks,2021-03-18T04:11:16Z,task1,15,27,4,6hYtvkUt,interval
3,29,71,stocks,2021-03-18T04:14:15Z,task1,5,29,4,hFWAcYms,hops
3,80,20,stocks,2021-03-18T04:20:25Z,task1,5,80,4,AzFffxWV,table
3,8,92,bonds,2021-03-18T04:22:18Z,task1,15,92,4,CTij7KI0,density
3,20,80,stocks,2021-03-18T04:35:55Z,task1,20,20,4,3Av6mKCU,table
3,19,81,stocks,2021-03-18T04:38:17Z,task1,20,19,4,giqrEsxa,interval
3,5,95,bonds,2021-03-18T04:56:16Z,task1,20,95,4,NoAbJ9SC,density
3,4,96,bonds,2021-03-18T04:50:12Z,task1,5,96,4,YGmVXctb,hops
3,90,10,stocks,2021-03-18T06:52:03Z,task1,20,90,4,YzzaZbQb,table
3,15,85,bonds,2021-03-18T08:39:21Z,task1,25,85,4,1CxbYDi0,hopsdist
3,80,20,stocks,2021-03-18T16:04:16Z,task1,5,80,4,VrORzmC3,density
3,50,50,bonds,2021-03-18T16:07:10Z,task1,20,50,4,Ke6AO54Z,table
3,0,100,bonds,2021-03-18T16:06:46Z,task1,15,100,4,pfuRg4QJ,barchart
3,25,75,bonds,2021-03-18T16:10:21Z,task1,15,75,4,aR6ZAxSB,barchart
3,85,15,stocks,2021-03-18T16:12:14Z,task1,5,85,4,FvkXyNfJ,point
3,100,0,stocks,2021-03-18T16:13:38Z,task1,15,100,4,XWGQKCYK,table
3,90,10,stocks,2021-03-18T16:23:31Z,task1,5,90,4,o0vmJ33w,table
3,80,20,stocks,2021-03-18T16:22:11Z,task1,5,80,4,dn0ceftL,interval
3,99,1,stocks,2021-03-18T16:22:40Z,task1,20,99,4,FlkpZA5D,interval
3,60,40,stocks,2021-03-18T16:27:18Z,task1,10,60,4,BSl2bHCH,barchart
3,0,100,bonds,2021-03-18T16:22:46Z,task1,15,100,4,diRsvrSp,point
3,5,95,bonds,2021-03-18T16:24:11Z,task1,5,95,4,jWrAFb7o,density
3,100,0,stocks,2021-03-18T16:28:31Z,task1,25,100,4,73pjFxSt,point
3,100,0,stocks,2021-03-18T16:31:49Z,task1,20,100,4,nP3o6Xld,point
3,0,100,bonds,2021-03-18T16:33:04Z,task1,20,100,4,ulloPKoy,density
3,70,30,stocks,2021-03-18T16:44:53Z,task1,5,70,4,jmulOEyq,density
3,100,0,stocks,2021-03-18T16:44:42Z,task1,20,100,4,L81uYnFP,point
3,8,92,bonds,2021-03-18T16:47:23Z,task1,10,92,4,Ckqp0S6g,point
3,5,95,bonds,2021-03-18T16:54:50Z,task1,5,95,4,Y1nt7yaG,table
3,60,40,bonds,2021-03-18T16:59:11Z,task1,15,40,4,rk3wPfU9,hops
3,40,60,stocks,2021-03-18T17:00:19Z,task1,10,40,4,zMH4npNY,interval
3,3,97,stocks,2021-03-18T17:20:01Z,task1,25,3,4,RxaxieZl,table
3,100,0,stocks,2021-03-18T17:12:56Z,task1,15,100,4,ZNgZUovw,table
3,35,65,bonds,2021-03-18T17:14:33Z,task1,25,65,4,AxjtwqAS,hopsdist
3,0,100,bonds,2021-03-18T17:42:28Z,task1,15,100,4,a0v0gmBS,dotplot
3,100,0,stocks,2021-03-18T18:33:30Z,task1,15,100,4,n0Sc4wcz,dotplot
3,80,20,stocks,2021-03-18T18:35:02Z,task1,15,80,4,L7SBxoYt,hops
3,30,70,bonds,2021-03-18T18:38:23Z,task1,5,70,4,13ALfEli,point
3,50,50,bonds,2021-03-18T18:41:12Z,task1,5,50,4,KJtTnWx0,dotplot
3,15,85,bonds,2021-03-18T18:38:22Z,task1,10,85,4,Fk9KAr2Z,hopsdist
3,40,60,stocks,2021-03-18T18:48:23Z,task1,5,40,4,HMvodXiB,interval
3,0,100,bonds,2021-03-18T18:38:54Z,task1,15,100,4,rvf4nZOP,hops
3,10,90,bonds,2021-03-18T18:42:44Z,task1,10,90,4,9guVNGGC,dotplot
3,10,90,bonds,2021-03-18T18:44:43Z,task1,10,90,4,tvLQoi4G,barchart
3,0,100,bonds,2021-03-18T18:42:30Z,task1,20,100,4,tQDYxZ81,hops
3,10,90,stocks,2021-03-18T18:44:18Z,task1,5,10,4,ayPyXGjo,barchart
3,10,90,bonds,2021-03-18T18:49:40Z,task1,20,90,4,yVncI91m,barchart
3,25,75,bonds,2021-03-18T18:49:06Z,task1,25,75,4,3Vuu6iKT,dotplot
3,85,15,stocks,2021-03-18T18:53:07Z,task1,15,85,4,UjjJWjHQ,barchart
3,85,15,stocks,2021-03-18T18:56:25Z,task1,15,85,4,ERx33R94,point
3,40,60,bonds,2021-03-18T18:53:41Z,task1,10,60,4,n2ToGPvU,dotplot
3,100,0,stocks,2021-03-18T18:55:36Z,task1,20,100,4,pTQ62b0l,dotplot
3,100,0,stocks,2021-03-18T19:06:11Z,task1,5,100,4,M2wTjbSE,point
3,95,5,stocks,2021-03-18T19:06:40Z,task1,25,95,4,HJs83Q8g,interval
3,0,100,bonds,2021-03-18T19:16:52Z,task1,20,100,4,8dTEvjO4,hopsdist
3,0,100,bonds,2021-03-18T19:25:16Z,task1,20,100,4,KWDgbGm4,interval
3,100,0,stocks,2021-03-18T19:29:24Z,task1,5,100,4,UJcVd2TG,hops
3,30,70,bonds,2021-03-18T19:36:34Z,task1,15,70,4,ApM8otwl,hopsdist
3,35,65,bonds,2021-03-18T19:50:29Z,task1,25,65,4,6AXFCdZ9,interval
3,0,100,bonds,2021-03-18T19:49:53Z,task1,5,100,4,CWm8UHdR,point
3,75,25,stocks,2021-03-18T19:50:56Z,task1,5,75,4,qEtWBV4q,dotplot
3,7,93,bonds,2021-03-18T19:53:04Z,task1,25,93,4,990j0a1g,dotplot
3,20,80,stocks,2021-03-18T19:51:12Z,task1,15,20,4,i1ThzWu9,barchart
3,9,91,bonds,2021-03-18T19:54:18Z,task1,15,91,4,3HTa4C3w,dotplot
3,23,77,stocks,2021-03-18T20:49:46Z,task1,5,23,4,f2gacKfC,point
3,100,0,stocks,2021-03-18T21:38:55Z,task1,15,100,4,MDgpushP,hops
3,100,0,stocks,2021-03-18T21:41:16Z,task1,5,100,4,g1VQzaaH,point
3,20,80,bonds,2021-03-18T21:48:29Z,task1,15,80,4,I4DYQ30E,barchart
3,100,0,stocks,2021-03-18T21:44:47Z,task1,10,100,4,7oAfixKC,density
3,90,10,stocks,2021-03-18T21:51:56Z,task1,20,90,4,xDD5eppb,point
3,100,0,stocks,2021-03-18T21:46:28Z,task1,20,100,4,8ObNrSLP,hops
3,30,70,bonds,2021-03-18T21:57:42Z,task1,20,70,4,EQKY3iUK,hopsdist
3,100,0,stocks,2021-03-18T22:13:54Z,task1,15,100,4,F9sXiaez,barchart
3,20,80,bonds,2021-03-18T22:15:20Z,task1,25,80,4,WpvHJU0u,barchart
3,5,95,bonds,2021-03-18T22:16:57Z,task1,5,95,4,7EoLeJB8,barchart
3,20,80,bonds,2021-03-18T22:23:41Z,task1,5,80,4,N1Sd7DgS,barchart
3,100,0,stocks,2021-03-18T22:36:06Z,task1,15,100,4,bvD5GSTE,hopsdist
3,15,85,bonds,2021-03-18T22:50:59Z,task1,25,85,4,9ELOvUK7,barchart
3,40,60,bonds,2021-03-18T22:56:00Z,task1,25,60,4,J68xlxT0,density
3,65,35,stocks,2021-03-18T22:57:59Z,task1,10,65,4,6bPeDxK2,point
4,40,60,stocks,2021-03-14T18:10:51Z,task1,10,40,5,bD48Dkqx,hops
4,54,46,stocks,2021-03-14T18:46:34Z,task1,20,54,5,eQFXhCnI,hops
4,60,40,stocks,2021-03-14T19:00:42Z,task1,20,60,5,HnGQuT00,point
4,20,80,bonds,2021-03-14T18:53:19Z,task1,25,80,5,Ks0A1NpT,barchart
4,90,10,stocks,2021-03-15T01:32:34Z,task1,10,90,5,M5LqR4zT,barchart
4,35,65,bonds,2021-03-15T01:22:12Z,task1,15,65,5,3ndBz7Qo,table
4,0,100,bonds,2021-03-15T01:23:36Z,task1,20,100,5,AWr1hgkv,hopsdist
4,100,0,stocks,2021-03-15T01:28:41Z,task1,10,100,5,CdUu1H6o,interval
4,9,91,bonds,2021-03-15T01:39:49Z,task1,15,91,5,zPh3til0,table
4,11,89,stocks,2021-03-15T04:19:54Z,task1,5,11,5,qjKh7UVK,dotplot
4,95,5,stocks,2021-03-15T04:09:25Z,task1,20,95,5,0kdSrEo1,hops
4,30,70,bonds,2021-03-15T04:00:18Z,task1,5,70,5,NtGf92sF,hops
4,15,85,bonds,2021-03-15T04:19:27Z,task1,15,85,5,s4Q3qpf8,density
4,15,85,stocks,2021-03-15T04:19:39Z,task1,25,15,5,wcNpYsey,table
4,25,75,stocks,2021-03-15T04:19:55Z,task1,20,25,5,jRfV99uU,interval
4,10,90,bonds,2021-03-15T04:20:04Z,task1,25,90,5,vfzDKPXv,point
4,30,70,stocks,2021-03-15T04:20:27Z,task1,20,30,5,kNKuLFG1,dotplot
4,0,100,bonds,2021-03-15T04:19:41Z,task1,25,100,5,zmUvANDx,interval
4,65,35,bonds,2021-03-15T04:19:23Z,task1,10,35,5,benynrvy,density
4,75,25,stocks,2021-03-15T04:33:04Z,task1,20,75,5,ebn3H4dp,density
4,25,75,bonds,2021-03-15T04:32:09Z,task1,10,75,5,9WnJN1l8,dotplot
4,16,84,stocks,2021-03-15T04:38:05Z,task1,20,16,5,Ezv2ERqp,dotplot
4,50,50,bonds,2021-03-15T05:34:20Z,task1,25,50,5,ybFQHjKq,density
4,15,85,bonds,2021-03-15T06:12:51Z,task1,10,85,5,F5VIGNAk,hopsdist
4,15,85,bonds,2021-03-15T23:09:31Z,task1,25,85,5,E59UVtDr,point
4,100,0,stocks,2021-03-15T09:50:46Z,task1,5,100,5,v2e8aGQ4,point
4,75,25,stocks,2021-03-15T10:09:11Z,task1,15,75,5,YiuoCenX,table
4,0,100,bonds,2021-03-15T11:58:53Z,task1,20,100,5,ZAoHkw0a,hops
4,15,85,bonds,2021-03-15T13:26:46Z,task1,15,85,5,M45OaFvP,dotplot
4,0,100,bonds,2021-03-15T13:29:58Z,task1,25,100,5,iqmer3KI,point
4,7,93,bonds,2021-03-15T13:50:26Z,task1,20,93,5,T7HR6iyi,density
4,0,100,bonds,2021-03-15T19:58:51Z,task1,25,100,5,rcY6S9oO,dotplot
4,0,100,bonds,2021-03-15T20:05:47Z,task1,15,100,5,lNOCYGhO,dotplot
4,50,50,bonds,2021-03-15T20:03:19Z,task1,15,50,5,140n4mbs,hops
4,0,100,bonds,2021-03-15T20:38:15Z,task1,10,100,5,f5LKgqpQ,point
4,0,100,bonds,2021-03-15T22:13:05Z,task1,25,100,5,DBQIKx8Z,table
4,50,50,bonds,2021-03-16T04:41:42Z,task1,20,50,5,39ZWzf76,dotplot
4,100,0,stocks,2021-03-16T04:56:13Z,task1,15,100,5,AR0XBZIP,interval
4,100,0,stocks,2021-03-16T14:31:20Z,task1,5,100,5,fzvUmShi,point
4,100,0,stocks,2021-03-16T18:56:51Z,task1,15,100,5,ISxZ2FH5,hops
4,100,0,stocks,2021-03-16T19:18:59Z,task1,20,100,5,ixnlV8AS,table
4,2,98,bonds,2021-03-17T12:59:47Z,task1,15,98,5,kcjVVfCK,table
4,0,100,bonds,2021-03-17T13:02:31Z,task1,10,100,5,Es5ER1YT,dotplot
4,0,100,bonds,2021-03-17T13:06:12Z,task1,10,100,5,6ZVU5hiB,barchart
4,35,65,stocks,2021-03-17T13:31:42Z,task1,20,35,5,xCjrtzRP,density
4,2,98,stocks,2021-03-17T14:33:42Z,task1,10,2,5,1C6DBLUa,hops
4,40,60,bonds,2021-03-17T13:46:49Z,task1,10,60,5,7ucyRcab,hopsdist
4,58,42,stocks,2021-03-17T13:58:38Z,task1,15,58,5,TF24R4Vr,point
4,80,20,stocks,2021-03-17T14:27:33Z,task1,10,80,5,JRSkVids,hopsdist
4,95,5,stocks,2021-03-17T14:42:31Z,task1,20,95,5,EACALwsH,barchart
4,30,70,bonds,2021-03-17T15:23:02Z,task1,5,70,5,bijkrN4x,interval
4,25,75,bonds,2021-03-17T16:27:17Z,task1,5,75,5,yesT399G,density
4,0,100,bonds,2021-03-17T16:24:59Z,task1,15,100,5,UhLgT1NF,hops
4,20,80,stocks,2021-03-17T16:28:42Z,task1,5,20,5,HYZzEL2u,dotplot
4,100,0,stocks,2021-03-17T16:27:41Z,task1,20,100,5,VdYpbJUh,dotplot
4,100,0,stocks,2021-03-17T16:32:59Z,task1,15,100,5,sXf1t2TC,table
4,0,100,bonds,2021-03-17T16:44:58Z,task1,15,100,5,a3sNCAlt,point
4,25,75,bonds,2021-03-17T16:46:13Z,task1,5,75,5,WeLeVmdO,hops
4,100,0,stocks,2021-03-17T16:39:22Z,task1,20,100,5,651zZLZY,dotplot
4,60,40,stocks,2021-03-17T17:08:19Z,task1,10,60,5,tPX21tz0,barchart
4,100,0,stocks,2021-03-17T17:08:18Z,task1,10,100,5,Wx6qtrFR,density
4,50,50,stocks,2021-03-17T17:17:11Z,task1,5,50,5,xjaSiYlq,dotplot
4,20,80,bonds,2021-03-17T17:23:08Z,task1,20,80,5,BdNwuYY3,dotplot
4,100,0,stocks,2021-03-17T17:29:01Z,task1,15,100,5,gkKtpet7,table
4,95,5,stocks,2021-03-17T17:32:33Z,task1,20,95,5,GbheV3mJ,density
4,90,10,stocks,2021-03-17T17:30:31Z,task1,10,90,5,g88DapTc,hopsdist
4,0,100,bonds,2021-03-17T17:38:16Z,task1,20,100,5,eMUmMQGE,point
4,100,0,stocks,2021-03-17T17:52:21Z,task1,5,100,5,B2HV6UdE,density
4,85,15,stocks,2021-03-17T17:58:52Z,task1,10,85,5,5WKDa2Ef,table
4,45,55,bonds,2021-03-17T17:55:53Z,task1,10,55,5,nJAP5Ncc,barchart
4,5,95,bonds,2021-03-17T18:00:07Z,task1,20,95,5,49IVMYWn,point
4,0,100,bonds,2021-03-17T18:02:06Z,task1,5,100,5,IsnM1aVU,hops
4,45,55,stocks,2021-03-17T20:58:40Z,task1,5,45,5,DxOS1qMI,table
4,0,100,bonds,2021-03-17T20:53:53Z,task1,10,100,5,FV3btokM,point
4,24,76,bonds,2021-03-17T20:54:27Z,task1,20,76,5,LxXewOKB,dotplot
4,40,60,bonds,2021-03-17T20:56:43Z,task1,10,60,5,oUs9Mfce,dotplot
4,100,0,stocks,2021-03-17T21:03:34Z,task1,20,100,5,f4xt2odB,point
4,10,90,bonds,2021-03-17T21:00:47Z,task1,10,90,5,7VJnbhrH,hopsdist
4,10,90,stocks,2021-03-17T20:57:01Z,task1,5,10,5,RGkwBCD7,hops
4,25,75,stocks,2021-03-17T21:00:03Z,task1,25,25,5,xIEzpaRA,interval
4,0,100,bonds,2021-03-17T21:07:32Z,task1,15,100,5,NYIo95xY,table
4,2,98,bonds,2021-03-17T21:09:40Z,task1,10,98,5,GkcZEM1X,table
4,50,50,bonds,2021-03-17T21:15:36Z,task1,5,50,5,qrOdbxJw,dotplot
4,10,90,bonds,2021-03-17T21:38:50Z,task1,5,90,5,biD53yQS,dotplot
4,100,0,stocks,2021-03-17T21:53:52Z,task1,25,100,5,FCqfkdPd,dotplot
4,0,100,bonds,2021-03-17T21:53:55Z,task1,5,100,5,5DZhfrMX,interval
4,70,30,stocks,2021-03-17T21:58:33Z,task1,20,70,5,TLjfV7aD,hopsdist
4,7,93,bonds,2021-03-17T22:17:27Z,task1,20,93,5,CiXTsREp,density
4,30,70,bonds,2021-03-17T22:23:46Z,task1,10,70,5,IhtyQEo6,density
4,15,85,bonds,2021-03-17T22:48:30Z,task1,25,85,5,DONO5fOK,point
4,5,95,bonds,2021-03-18T01:02:32Z,task1,25,95,5,wk2kZpQp,barchart
4,100,0,stocks,2021-03-18T01:03:20Z,task1,15,100,5,2rMOynRc,interval
4,5,95,bonds,2021-03-18T01:04:47Z,task1,5,95,5,RJ0yK39m,hopsdist
4,8,92,bonds,2021-03-18T01:19:14Z,task1,25,92,5,aLzBpinz,barchart
4,100,0,stocks,2021-03-18T01:17:10Z,task1,15,100,5,LvaztNSx,interval
4,20,80,bonds,2021-03-18T01:12:55Z,task1,20,80,5,Rxuytkvq,barchart
4,80,20,stocks,2021-03-18T01:16:52Z,task1,5,80,5,yTxbkwCa,interval
4,90,10,stocks,2021-03-18T01:18:12Z,task1,5,90,5,3a63mASS,hopsdist
4,5,95,bonds,2021-03-18T01:19:25Z,task1,15,95,5,hnADzc3k,hopsdist
4,100,0,stocks,2021-03-18T01:21:16Z,task1,15,100,5,mxVQAeko,barchart
4,32,68,stocks,2021-03-18T01:24:04Z,task1,10,32,5,azCvgawo,interval
4,5,95,bonds,2021-03-18T01:37:19Z,task1,5,95,5,sAmbOGvp,interval
4,75,25,stocks,2021-03-18T01:25:00Z,task1,10,75,5,jjVRkJbo,hopsdist
4,80,20,stocks,2021-03-18T01:39:15Z,task1,20,80,5,JSjHZMdQ,barchart
4,85,15,stocks,2021-03-18T01:42:28Z,task1,10,85,5,zjbadj2T,interval
4,75,25,stocks,2021-03-18T01:50:54Z,task1,20,75,5,n6Fb15Be,interval
4,100,0,stocks,2021-03-18T01:54:16Z,task1,25,100,5,LiUSBIbs,hopsdist
4,49,51,stocks,2021-03-18T02:04:38Z,task1,20,49,5,bfKHFfR8,hopsdist
4,75,25,stocks,2021-03-18T02:10:22Z,task1,5,75,5,qw7Y3WE6,hopsdist
4,85,15,stocks,2021-03-18T02:54:46Z,task1,10,85,5,X4DUFLzy,barchart
4,25,75,bonds,2021-03-18T02:53:20Z,task1,5,75,5,ERf7L7VX,hopsdist
4,100,0,stocks,2021-03-18T02:52:58Z,task1,25,100,5,5rThdkyC,interval
4,10,90,bonds,2021-03-18T03:07:04Z,task1,25,90,5,sfqKoI60,table
4,60,40,bonds,2021-03-18T03:06:28Z,task1,10,40,5,irBodiNR,density
4,100,0,stocks,2021-03-18T03:08:24Z,task1,15,100,5,vY1JF5yT,barchart
4,57,43,bonds,2021-03-18T03:17:10Z,task1,5,43,5,QA7eaZ58,interval
4,70,30,stocks,2021-03-18T03:34:31Z,task1,5,70,5,5LdZf9d2,density
4,85,15,stocks,2021-03-18T03:55:47Z,task1,15,85,5,bYY2jRXC,table
4,8,92,stocks,2021-03-18T04:11:26Z,task1,10,8,5,6hYtvkUt,interval
4,36,64,stocks,2021-03-18T04:14:22Z,task1,15,36,5,hFWAcYms,hops
4,10,90,bonds,2021-03-18T04:20:38Z,task1,15,90,5,AzFffxWV,table
4,19,81,stocks,2021-03-18T04:22:29Z,task1,20,19,5,CTij7KI0,density
4,20,80,stocks,2021-03-18T04:36:00Z,task1,15,20,5,3Av6mKCU,table
4,8,92,bonds,2021-03-18T04:38:23Z,task1,25,92,5,giqrEsxa,interval
4,70,30,stocks,2021-03-18T04:56:37Z,task1,10,70,5,NoAbJ9SC,density
4,5,95,stocks,2021-03-18T04:50:16Z,task1,15,5,5,YGmVXctb,hops
4,80,20,stocks,2021-03-18T06:52:26Z,task1,5,80,5,YzzaZbQb,table
4,90,10,stocks,2021-03-18T08:39:34Z,task1,5,90,5,1CxbYDi0,hopsdist
4,0,100,bonds,2021-03-18T16:04:22Z,task1,20,100,5,VrORzmC3,density
4,70,30,stocks,2021-03-18T16:07:21Z,task1,15,70,5,Ke6AO54Z,table
4,66,34,stocks,2021-03-18T16:06:57Z,task1,5,66,5,pfuRg4QJ,barchart
4,50,50,bonds,2021-03-18T16:10:38Z,task1,5,50,5,aR6ZAxSB,barchart
4,85,15,stocks,2021-03-18T16:12:19Z,task1,15,85,5,FvkXyNfJ,point
4,0,100,bonds,2021-03-18T16:13:45Z,task1,10,100,5,XWGQKCYK,table
4,15,85,bonds,2021-03-18T16:23:47Z,task1,10,85,5,o0vmJ33w,table
4,5,95,bonds,2021-03-18T16:22:19Z,task1,10,95,5,dn0ceftL,interval
4,10,90,bonds,2021-03-18T16:23:01Z,task1,25,90,5,FlkpZA5D,interval
4,40,60,bonds,2021-03-18T16:27:29Z,task1,15,60,5,BSl2bHCH,barchart
4,0,100,bonds,2021-03-18T16:22:51Z,task1,25,100,5,diRsvrSp,point
4,1,99,bonds,2021-03-18T16:24:18Z,task1,25,99,5,jWrAFb7o,density
4,0,100,bonds,2021-03-18T16:28:38Z,task1,15,100,5,73pjFxSt,point
4,80,20,stocks,2021-03-18T16:32:01Z,task1,5,80,5,nP3o6Xld,point
4,20,80,bonds,2021-03-18T16:33:12Z,task1,5,80,5,ulloPKoy,density
4,80,20,bonds,2021-03-18T16:44:58Z,task1,10,20,5,jmulOEyq,density
4,5,95,bonds,2021-03-18T16:44:51Z,task1,10,95,5,L81uYnFP,point
4,7,93,bonds,2021-03-18T16:47:30Z,task1,20,93,5,Ckqp0S6g,point
4,0,100,bonds,2021-03-18T16:55:09Z,task1,15,100,5,Y1nt7yaG,table
4,80,20,stocks,2021-03-18T16:59:25Z,task1,25,80,5,rk3wPfU9,hops
4,30,70,bonds,2021-03-18T17:00:29Z,task1,5,70,5,zMH4npNY,interval
4,2,98,bonds,2021-03-18T17:20:42Z,task1,5,98,5,RxaxieZl,table
4,40,60,bonds,2021-03-18T17:13:13Z,task1,5,60,5,ZNgZUovw,table
4,75,25,stocks,2021-03-18T17:14:39Z,task1,15,75,5,AxjtwqAS,hopsdist
4,0,100,bonds,2021-03-18T17:42:35Z,task1,10,100,5,a0v0gmBS,dotplot
4,0,100,bonds,2021-03-18T18:33:37Z,task1,5,100,5,n0Sc4wcz,dotplot
4,10,90,bonds,2021-03-18T18:35:11Z,task1,20,90,5,L7SBxoYt,hops
4,30,70,bonds,2021-03-18T18:38:36Z,task1,15,70,5,13ALfEli,point
4,20,80,bonds,2021-03-18T18:41:18Z,task1,25,80,5,KJtTnWx0,dotplot
4,95,5,stocks,2021-03-18T18:38:34Z,task1,25,95,5,Fk9KAr2Z,hopsdist
4,65,35,stocks,2021-03-18T18:48:33Z,task1,15,65,5,HMvodXiB,interval
4,80,20,stocks,2021-03-18T18:39:10Z,task1,25,80,5,rvf4nZOP,hops
4,100,0,stocks,2021-03-18T18:43:03Z,task1,20,100,5,9guVNGGC,dotplot
4,0,100,bonds,2021-03-18T18:44:56Z,task1,20,100,5,tvLQoi4G,barchart
4,0,100,bonds,2021-03-18T18:42:42Z,task1,25,100,5,tQDYxZ81,hops
4,70,30,bonds,2021-03-18T18:44:38Z,task1,10,30,5,ayPyXGjo,barchart
4,90,10,stocks,2021-03-18T18:49:48Z,task1,10,90,5,yVncI91m,barchart
4,25,75,bonds,2021-03-18T18:49:18Z,task1,20,75,5,3Vuu6iKT,dotplot
4,45,55,bonds,2021-03-18T18:53:27Z,task1,10,55,5,UjjJWjHQ,barchart
4,65,35,stocks,2021-03-18T18:56:40Z,task1,10,65,5,ERx33R94,point
4,25,75,bonds,2021-03-18T18:53:49Z,task1,25,75,5,n2ToGPvU,dotplot
4,0,100,bonds,2021-03-18T18:55:41Z,task1,10,100,5,pTQ62b0l,dotplot
4,0,100,bonds,2021-03-18T19:06:20Z,task1,25,100,5,M2wTjbSE,point
4,30,70,bonds,2021-03-18T19:06:49Z,task1,15,70,5,HJs83Q8g,interval
4,60,40,stocks,2021-03-18T19:17:12Z,task1,5,60,5,8dTEvjO4,hopsdist
4,100,0,stocks,2021-03-18T19:25:27Z,task1,10,100,5,KWDgbGm4,interval
4,0,100,bonds,2021-03-18T19:29:29Z,task1,20,100,5,UJcVd2TG,hops
4,60,40,stocks,2021-03-18T19:36:54Z,task1,5,60,5,ApM8otwl,hopsdist
4,60,40,stocks,2021-03-18T19:50:47Z,task1,20,60,5,6AXFCdZ9,interval
4,0,100,bonds,2021-03-18T19:50:01Z,task1,15,100,5,CWm8UHdR,point
4,25,75,bonds,2021-03-18T19:51:07Z,task1,25,75,5,qEtWBV4q,dotplot
4,16,84,stocks,2021-03-18T19:53:08Z,task1,10,16,5,990j0a1g,dotplot
4,10,90,stocks,2021-03-18T19:51:16Z,task1,5,10,5,i1ThzWu9,barchart
4,8,92,bonds,2021-03-18T19:54:21Z,task1,25,92,5,3HTa4C3w,dotplot
4,17,83,stocks,2021-03-18T20:49:53Z,task1,10,17,5,f2gacKfC,point
4,90,10,stocks,2021-03-18T21:39:01Z,task1,10,90,5,MDgpushP,hops
4,0,100,bonds,2021-03-18T21:41:25Z,task1,20,100,5,g1VQzaaH,point
4,20,80,bonds,2021-03-18T21:48:36Z,task1,5,80,5,I4DYQ30E,barchart
4,100,0,stocks,2021-03-18T21:44:57Z,task1,25,100,5,7oAfixKC,density
4,65,35,stocks,2021-03-18T21:52:05Z,task1,5,65,5,xDD5eppb,point
4,80,20,stocks,2021-03-18T21:46:37Z,task1,5,80,5,8ObNrSLP,hops
4,65,35,stocks,2021-03-18T21:58:04Z,task1,15,65,5,EQKY3iUK,hopsdist
4,90,10,stocks,2021-03-18T22:14:03Z,task1,25,90,5,F9sXiaez,barchart
4,90,10,bonds,2021-03-18T22:15:42Z,task1,20,10,5,WpvHJU0u,barchart
4,95,5,stocks,2021-03-18T22:17:02Z,task1,20,95,5,7EoLeJB8,barchart
4,35,65,bonds,2021-03-18T22:23:54Z,task1,10,65,5,N1Sd7DgS,barchart
4,0,100,bonds,2021-03-18T22:36:28Z,task1,20,100,5,bvD5GSTE,hopsdist
4,33,67,bonds,2021-03-18T22:51:23Z,task1,5,67,5,9ELOvUK7,barchart
4,60,40,stocks,2021-03-18T22:56:09Z,task1,10,60,5,J68xlxT0,density
4,30,70,bonds,2021-03-18T22:58:10Z,task1,20,70,5,6bPeDxK2,point
5,80,20,stocks,2021-03-14T18:10:57Z,task1,15,80,6,bD48Dkqx,hops
